ID_CLIENTE;FORMA_AQUISICAO;IDADE_CLIENTE;SEXO;QT_FILHOS;DT_AQUISICAO;DIAS_ATIVO;MESES_ATIVO;DURACAO_CONTRATO;VL_PLANO_ADESAO;VL_PLANO_ATUAL;NOME_PRODUTO;QT_PONTOS_INSTALADOS;QT_PC_PAGAS;QT_PC_VENCIDAS;QT_PC_PAGA_ATRASO;QT_PC_PAGA_EM_DIA;QT_ACORDO_PAGAMENTO;VL_MENSALIDADE_ATRASO;VL_MENSALIDADE_DT_AQUISICAO;VL_MENSALIDADE_DT_ATUAL
4557;Site;38;MASCULINO;1;24/09/2020;300;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4558;Site;38;FEMININO;2;25/09/2020;299;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4559;Site;38;MASCULINO;1;17/11/2020;246;8;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;5;1;1;0;230;265
4560;Site;38;FEMININO;2;25/09/2020;299;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4561;Site;38;MASCULINO;1;25/09/2020;299;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4562;Site;38;FEMININO;2;25/09/2020;299;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4563;Site;38;MASCULINO;1;25/09/2020;299;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;0;1;1;1;0;230;265
4564;Site;38;FEMININO;2;29/09/2020;295;10;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;4;1;1;3;1;403;350;403
4565;Site;38;MASCULINO;1;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
4566;Site;38;FEMININO;2;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4567;Site;42;MASCULINO;1;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4568;Site;42;FEMININO;2;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;0;2;2;1;0;230;265
4569;Site;42;MASCULINO;1;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
4570;Site;42;FEMININO;2;29/09/2020;295;10;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;5;0;1;4;1;0;350;403
4571;Site;42;MASCULINO;1;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4572;Site;42;FEMININO;2;29/09/2020;295;10;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;5;0;2;3;1;0;350;403
4573;Site;42;MASCULINO;2;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4574;Site;42;FEMININO;1;05/03/2021;138;4;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;1;0;4;1;265;230;265
4575;Site;42;MASCULINO;2;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4576;Site;42;FEMININO;1;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4577;Site;42;MASCULINO;2;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
4578;Site;42;FEMININO;1;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4579;Site;42;MASCULINO;2;28/09/2020;296;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4580;Vendedor;42;FEMININO;1;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;1;0;0;1;0;0;350;403
4581;Site;42;MASCULINO;2;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4582;Site;42;FEMININO;1;29/09/2020;295;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;7;0;1;6;1;0;230;265
4583;Site;42;MASCULINO;2;30/09/2020;294;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
4584;Site;42;FEMININO;1;30/09/2020;294;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;2;2;1;0;230;265
4585;Site;42;MASCULINO;2;30/09/2020;294;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
4586;Site;42;FEMININO;1;01/10/2020;293;9;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);2;5;0;2;3;1;0;290;334
4587;Vendedor;42;MASCULINO;2;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;1;0;0;1;0;0;350;403
4588;Site;42;FEMININO;1;30/09/2020;294;10;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4589;Site;42;MASCULINO;2;30/09/2020;294;10;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);2;4;0;1;3;1;0;350;403
4590;Site;42;FEMININO;1;01/10/2020;293;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
4591;Site;42;MASCULINO;2;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4592;Site;42;FEMININO;1;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4593;Site;42;MASCULINO;2;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4594;Site;42;FEMININO;1;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4595;Site;42;MASCULINO;2;01/10/2020;293;9;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);2;5;0;3;2;0;0;290;334
4596;Site;42;FEMININO;1;01/10/2020;293;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;0;3;1;0;230;265
4597;Site;42;MASCULINO;2;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
4598;Site;42;FEMININO;1;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
4599;Site;42;MASCULINO;2;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;0;0;2;1;0;230;265
4600;Site;42;FEMININO;1;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;0;4;1;0;230;265
4601;Site;42;MASCULINO;2;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
4602;Site;42;FEMININO;1;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4603;Site;42;MASCULINO;2;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4604;Site;42;FEMININO;1;12/10/2020;282;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;0;6;1;0;230;265
4605;Site;42;MASCULINO;2;02/10/2020;292;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;3;1;1;1;794;230;265
4606;Site;42;FEMININO;2;02/10/2020;292;9;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;5;0;1;4;1;0;350;403
4607;Site;42;MASCULINO;1;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
4608;Vendedor;42;FEMININO;2;04/02/2019;898;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;1;0;0;1;0;0;350;403
4609;Site;42;MASCULINO;1;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;4;0;3;1;1;0;230;265
4610;Site;42;FEMININO;2;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4611;Site;42;MASCULINO;1;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4612;Site;42;FEMININO;2;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4613;Site;42;MASCULINO;1;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4614;Site;42;FEMININO;2;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4615;Site;42;MASCULINO;1;09/10/2020;285;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4616;Site;42;FEMININO;2;05/10/2020;289;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
4617;Site;42;MASCULINO;1;05/10/2020;289;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;2;4;1;0;230;265
4618;Site;42;FEMININO;2;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4619;Site;42;MASCULINO;1;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
4620;Site;42;FEMININO;2;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4621;Site;42;MASCULINO;1;12/10/2020;282;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
4622;Site;42;FEMININO;2;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4623;Site;42;MASCULINO;1;27/10/2020;267;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
4624;Site;42;FEMININO;2;07/10/2020;287;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
4625;Site;42;MASCULINO;1;12/10/2020;282;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;0;6;1;0;230;265
4626;Site;42;FEMININO;2;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4627;Site;42;MASCULINO;1;07/10/2020;287;9;48 Meses;290;334;PLANO BASICO PLUS (50 CANAIS HD);1;5;0;0;5;0;0;290;334
4628;Site;42;FEMININO;2;06/10/2020;288;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
4629;Site;42;MASCULINO;1;07/10/2020;287;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4630;Site;42;FEMININO;2;07/10/2020;287;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
4631;Site;42;MASCULINO;1;07/10/2020;287;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4632;Site;42;FEMININO;2;07/10/2020;287;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4633;Site;42;MASCULINO;1;08/10/2020;286;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
4634;Site;42;FEMININO;2;08/10/2020;286;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4635;Site;42;MASCULINO;1;08/10/2020;286;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4636;Site;42;FEMININO;2;08/10/2020;286;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4637;Site;42;MASCULINO;1;08/10/2020;286;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
4638;Site;42;FEMININO;2;12/10/2020;282;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
4639;Site;42;MASCULINO;2;09/10/2020;285;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4640;Site;42;FEMININO;1;09/10/2020;285;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;3;2;1;0;230;265
4641;Site;42;MASCULINO;2;09/10/2020;285;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4642;Site;42;FEMININO;1;09/10/2020;285;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;3;2;1;0;230;265
4643;Site;42;MASCULINO;2;04/03/2021;139;4;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
4644;Site;42;FEMININO;1;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;0;4;1;0;230;265
4645;Site;42;MASCULINO;2;12/10/2020;282;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
4646;Site;42;FEMININO;1;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;2;1;1;0;230;265
4647;Site;42;MASCULINO;2;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;2;1;1;0;230;265
4648;Site;42;FEMININO;1;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;3;0;2;1;1;0;230;265
4649;Site;42;MASCULINO;2;09/10/2020;285;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
4650;Site;42;FEMININO;1;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;3;1;1;0;230;265
4651;Site;42;MASCULINO;2;31/10/2020;263;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4652;Site;42;FEMININO;1;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;3;0;1;0;230;265
4653;Site;42;MASCULINO;2;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
4654;Site;42;FEMININO;1;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
4655;Site;42;MASCULINO;2;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;3;0;1;0;230;265
4656;Site;42;FEMININO;1;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;3;0;1;0;230;265
4657;Site;42;MASCULINO;2;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
4658;Site;42;FEMININO;1;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;2;1;1;0;230;265
4659;Site;42;MASCULINO;2;13/10/2020;281;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
4660;Site;42;FEMININO;1;31/10/2020;263;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
4661;Site;42;MASCULINO;2;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;1;1;1;0;230;265
4662;Site;42;FEMININO;1;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;2;0;1;1;1;0;230;265
4663;Site;42;MASCULINO;2;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
4664;Site;42;FEMININO;1;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
4665;Site;42;MASCULINO;2;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;3;0;1;0;230;265
4666;Site;42;FEMININO;1;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;5;0;1;0;230;265
4667;Site;42;MASCULINO;2;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
4668;Site;42;FEMININO;1;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
4669;Site;42;MASCULINO;2;21/06/2021;30;1;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;1;4;0;1;1;1058;230;265
4670;Site;42;FEMININO;1;16/10/2020;278;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;1;5;1;0;230;265
4671;Site;42;MASCULINO;2;15/10/2020;279;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
4672;Site;42;FEMININO;2;16/10/2020;278;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;5;0;1;0;230;265
4673;Site;42;MASCULINO;1;16/10/2020;278;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;4;1;1;0;230;265
4674;Site;42;FEMININO;2;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
4675;Site;42;MASCULINO;1;16/10/2020;278;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
4676;Site;42;FEMININO;2;16/10/2020;278;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
4677;Site;42;MASCULINO;1;24/10/2020;270;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;1;2;1;0;230;265
4678;Site;42;FEMININO;2;16/10/2020;278;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;4;1;1;0;230;265
4679;Site;42;MASCULINO;1;24/10/2020;270;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;1;2;1;0;230;265
4680;Site;42;FEMININO;2;16/10/2020;278;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;4;1;1;0;230;265
4681;Site;42;MASCULINO;1;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;2;4;1;0;230;265
4682;Site;42;FEMININO;2;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;4;2;1;0;230;265
4683;Site;42;MASCULINO;1;17/10/2020;277;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;2;3;1;0;230;265
4684;Site;42;FEMININO;2;17/10/2020;277;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;1;5;1;0;230;265
4685;Site;42;MASCULINO;1;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;2;1;1;0;230;265
4686;Site;42;FEMININO;2;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;1;2;1;0;230;265
4687;Site;42;MASCULINO;1;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;2;4;1;0;230;265
4688;Site;42;FEMININO;2;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;1;5;1;0;230;265
4689;Site;42;MASCULINO;1;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;4;2;1;0;230;265
4690;Site;42;FEMININO;2;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;3;0;1;2;1;0;230;265
4691;Site;42;MASCULINO;1;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;3;0;1;0;230;265
4692;Site;42;FEMININO;2;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;4;0;1;0;230;265
4693;Site;42;MASCULINO;1;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;4;2;1;0;230;265
4694;Site;42;FEMININO;2;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;6;0;1;5;1;0;230;265
4695;Site;42;MASCULINO;1;19/10/2020;275;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;6;0;1;5;1;0;230;265
4696;Site;42;FEMININO;2;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;6;0;4;2;1;0;230;265
4697;Site;42;MASCULINO;2;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;5;0;1;0;230;265
4698;Site;42;FEMININO;1;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;3;2;1;0;230;265
4699;Site;42;MASCULINO;2;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
4700;Site;42;FEMININO;1;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;2;2;1;1;529;230;265
4701;Site;42;MASCULINO;2;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;2;3;1;0;230;265
4702;Site;42;FEMININO;1;21/10/2020;273;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4703;Site;42;MASCULINO;2;29/10/2020;265;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;0;5;1;0;230;265
4704;Vendedor;42;FEMININO;1;05/02/2019;897;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);3;1;0;0;1;0;0;350;403
4705;Site;42;MASCULINO;2;09/09/2019;681;22;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;2;0;0;2;1;0;230;265
4706;Site;42;FEMININO;1;20/10/2020;274;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;3;0;2;1;1;0;230;265
4707;Vendedor;42;MASCULINO;2;21/05/2018;1157;38;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;0;2;1;1;0;230;265
4708;Site;42;FEMININO;1;21/10/2020;273;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4709;Site;42;MASCULINO;2;27/10/2020;267;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
4710;Site;42;FEMININO;1;27/10/2020;267;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;2;1;2;1;529;230;265
4711;Site;42;MASCULINO;2;21/10/2020;273;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;1;4;1;0;230;265
4712;Site;42;FEMININO;1;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
4713;Site;42;MASCULINO;2;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
4714;Site;42;FEMININO;1;23/10/2020;271;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4715;Site;42;MASCULINO;2;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;1;1;1;0;230;265
4716;Site;42;FEMININO;1;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;1;3;1;0;230;265
4717;Site;42;MASCULINO;2;23/10/2020;271;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4718;Site;42;FEMININO;1;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;0;0;4;1;0;230;265
4719;Site;42;MASCULINO;2;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;2;3;1;0;230;265
4720;Vendedor;42;FEMININO;1;03/10/2018;1022;33;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;2;0;1;1;0;0;230;265
4721;Site;42;MASCULINO;2;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
4722;Site;42;FEMININO;2;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;1;4;1;0;230;265
4723;Site;42;MASCULINO;1;27/10/2020;267;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4724;Site;42;FEMININO;2;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
4725;Site;42;MASCULINO;1;24/10/2020;270;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;1;3;1;1;265;230;265
4726;Site;42;FEMININO;2;22/10/2020;272;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
4727;Site;42;MASCULINO;1;26/10/2020;268;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;1;4;1;0;230;265
4728;Site;42;FEMININO;2;24/10/2020;270;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
4729;Site;42;MASCULINO;1;03/11/2020;260;8;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;0;5;1;0;230;265
4730;Site;42;FEMININO;2;23/10/2020;271;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;2;0;1;1;1;0;230;265
4731;Site;42;MASCULINO;1;23/10/2020;271;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;3;2;2;1;1;529;230;265
4732;Site;42;FEMININO;2;23/10/2020;271;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
4733;Site;42;MASCULINO;1;28/10/2020;266;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;4;0;0;4;1;0;230;265
4734;Site;42;FEMININO;2;06/11/2020;257;8;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;5;0;0;5;1;0;230;265
4735;Vendedor;42;MASCULINO;1;05/02/2019;897;29;48 Meses;350;403;PLANO MEDIO A (60 CANAIS HD);1;1;0;0;1;0;0;350;403
4736;Site;42;FEMININO;2;27/10/2020;267;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
4737;Site;42;MASCULINO;1;27/10/2020;267;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);3;4;0;2;2;1;0;230;265
4738;Site;42;FEMININO;2;26/10/2020;268;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);1;5;0;2;3;1;0;230;265
4739;Site;42;MASCULINO;1;27/10/2020;267;9;48 Meses;230;265;PLANO BASICO (30 CANAIS HD);2;5;0;2;3;1;0;230;265
